mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,DR Smith,UT Yadav,38,0,4,38,0,20,15,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,SK Raina,PP Chawla,48,1,5,48,1,20,6,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,SK Raina,UT Yadav,53,1,6,45,1,21,10,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,SK Raina,GB Hogg,55,1,7,44,1,22,11,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,SK Raina,AD Russell,61,1,8,37,1,23,16,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,F du Plessis,GB Hogg,65,2,9,27,2,17,1,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,AD Russell,73,3,10,24,2,3,0,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,PP Chawla,79,3,11,25,2,7,2,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,DJ Bravo,AD Russell,85,4,12,28,3,8,4,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,DJ Bravo,PP Chawla,88,5,13,24,4,10,5,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,RA Jadeja,PJ Cummins,92,5,14,25,3,11,3,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,RA Jadeja,PP Chawla,99,5,15,26,2,15,6,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,RA Jadeja,AD Russell,106,5,16,26,2,18,9,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,RA Jadeja,GB Hogg,115,5,17,29,1,24,12,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,F du Plessis,PJ Cummins,121,5,18,31,0,26,14,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,R Ashwin,GB Hogg,124,6,19,28,1,28,0,134
476,28-04-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,R Ashwin,UT Yadav,134,6,20,31,1,29,9,134
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,M Vohra,Z Khan,6,1,1,6,1,5,0,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,M Vohra,JP Duminy,9,2,2,9,2,2,1,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,M Vohra,Z Khan,10,3,3,10,3,3,1,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,DA Miller,NM Coulter-Nile,11,4,4,11,4,1,0,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,DA Miller,Z Khan,16,4,5,16,4,6,0,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,GJ Bailey,NM Coulter-Nile,27,4,6,21,2,15,0,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,GJ Bailey,JP Duminy,31,4,7,22,2,17,2,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,GJ Bailey,A Mishra,37,5,8,27,2,18,7,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,NLTC Perera,JP Duminy,43,5,9,28,1,11,2,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,AR Patel,NM Coulter-Nile,46,6,10,30,2,12,1,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,AR Patel,JP Duminy,48,6,11,21,2,13,2,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,AR Patel,AD Mathews,53,6,12,21,2,15,4,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,AR Patel,AD Mathews,56,6,13,18,1,16,6,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,AR Patel,Imran Tahir,64,6,14,21,1,17,13,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,DA Miller,AD Mathews,74,6,15,27,0,26,14,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,AR Patel,Imran Tahir,92,6,16,42,0,37,16,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,AR Patel,Z Khan,97,6,17,44,0,39,19,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,AR Patel,AD Mathews,102,6,18,45,0,41,22,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,SN Thakur,NM Coulter-Nile,108,8,19,40,2,5,0,118
477,01-05-2015,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,Anureet Singh,Imran Tahir,118,8,20,43,2,8,7,118
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,PA Patel,TG Southee,5,0,1,5,0,5,0,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,PA Patel,DS Kulkarni,18,0,2,18,0,9,7,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,PA Patel,TG Southee,26,0,3,26,0,14,10,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,LMP Simmons,J Theron,38,0,4,38,0,23,12,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,UBT Chand,DS Kulkarni,43,1,5,43,1,17,0,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,UBT Chand,SR Watson,47,1,6,38,1,18,2,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,LMP Simmons,STR Binny,52,1,7,33,1,20,5,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,LMP Simmons,Ankit Sharma,60,1,8,33,1,27,6,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,UBT Chand,SR Watson,73,1,9,35,1,38,8,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,UBT Chand,Ankit Sharma,81,2,10,37,1,13,2,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,RG Sharma,TG Southee,88,3,11,40,2,9,0,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,AT Rayudu,Ankit Sharma,95,3,12,42,2,13,3,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,AT Rayudu,J Theron,99,3,13,39,2,15,5,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,AT Rayudu,STR Binny,112,3,14,39,1,20,12,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,KA Pollard,DS Kulkarni,120,4,15,39,2,13,0,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,AT Rayudu,Ankit Sharma,126,4,16,38,1,17,2,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,AT Rayudu,J Theron,139,4,17,43,1,25,5,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,KA Pollard,SR Watson,159,4,18,58,1,31,18,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,AT Rayudu,TG Southee,175,4,19,62,1,46,19,187
478,01-05-2015,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,AT Rayudu,J Theron,187,5,20,65,1,53,0,187
479,02-05-2015,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,RV Uthappa,MA Starc,8,0,1,8,0,5,1,111
479,02-05-2015,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,RV Uthappa,VR Aaron,20,0,2,20,0,12,6,111
479,02-05-2015,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,RV Uthappa,HV Patel,27,0,3,27,0,16,7,111
479,02-05-2015,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,AD Russell,D Wiese,34,1,4,34,1,17,1,111
479,02-05-2015,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,AD Russell,YS Chahal,44,1,5,43,1,21,7,111
479,02-05-2015,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,AD Russell,VR Aaron,61,1,6,52,1,23,22,111
479,02-05-2015,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,AD Russell,YS Chahal,73,2,7,52,2,34,0,111
479,02-05-2015,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,AD Russell,D Wiese,86,2,8,59,2,45,2,111
479,02-05-2015,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,YK Pathan,HV Patel,102,3,9,68,2,12,6,111
479,02-05-2015,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,YK Pathan,MA Starc,111,4,10,60,3,11,0,111
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,DA Warner,MM Sharma,10,0,1,10,0,9,1,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,S Dhawan,A Nehra,13,0,2,13,0,10,3,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,DA Warner,MM Sharma,35,0,3,35,0,29,5,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,DA Warner,A Nehra,47,0,4,47,0,38,8,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,DA Warner,RG More,62,0,5,58,0,48,13,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,DA Warner,A Nehra,76,0,6,65,0,59,15,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,DA Warner,SK Raina,80,0,7,62,0,60,17,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,DA Warner,DJ Bravo,86,0,8,48,0,61,22,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,MC Henriques,SK Raina,99,1,9,48,1,22,13,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,MC Henriques,P Negi,107,2,10,41,2,24,19,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,EJG Morgan,SK Raina,116,2,11,40,2,30,2,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,EJG Morgan,P Negi,128,2,12,48,2,35,9,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,S Dhawan,SK Raina,131,3,13,45,2,37,10,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,NV Ojha,DJ Bravo,132,3,14,32,2,11,0,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,EJG Morgan,MM Sharma,143,3,15,35,1,13,9,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,EJG Morgan,RG More,156,3,16,40,1,20,14,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,A Ashish Reddy,A Nehra,159,4,17,30,2,15,2,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,GH Vihari,DJ Bravo,170,5,18,39,2,17,5,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,GH Vihari,MM Sharma,185,5,19,52,2,30,7,192
480,02-05-2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,KV Sharma,DJ Bravo,192,7,20,48,4,32,4,192
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,PA Patel,Sandeep Sharma,9,0,1,9,0,9,0,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,LMP Simmons,Anureet Singh,16,0,2,16,0,15,0,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,PA Patel,Sandeep Sharma,22,0,3,22,0,16,5,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,LMP Simmons,Anureet Singh,28,0,4,28,0,21,5,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,PA Patel,MG Johnson,46,0,5,46,0,22,22,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,LMP Simmons,AR Patel,51,0,6,42,0,25,24,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,PA Patel,Karanveer Singh,60,0,7,44,0,30,28,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,PA Patel,MG Johnson,72,0,8,50,0,41,29,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,LMP Simmons,Karanveer Singh,84,0,9,56,0,43,39,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,PA Patel,M Vijay,96,0,10,50,0,48,46,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,LMP Simmons,AR Patel,102,0,11,51,0,52,48,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,PA Patel,GJ Maxwell,110,0,12,50,0,59,49,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,LMP Simmons,Karanveer Singh,115,1,13,43,1,54,0,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,LMP Simmons,MG Johnson,118,1,14,34,1,56,1,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,RG Sharma,Karanveer Singh,123,1,15,27,1,56,5,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,LMP Simmons,AR Patel,136,1,16,34,1,65,9,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,RG Sharma,Anureet Singh,146,1,17,35,1,65,18,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,RG Sharma,MG Johnson,154,2,18,38,1,65,26,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,KA Pollard,Sandeep Sharma,163,2,19,43,1,71,3,172
481,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,AT Rayudu,Anureet Singh,172,3,20,47,2,7,4,172
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,AM Rahane,Z Khan,5,0,1,5,0,2,0,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,AM Rahane,GS Sandhu,12,0,2,12,0,8,1,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,SR Watson,Z Khan,16,0,3,16,0,8,3,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,SR Watson,NM Coulter-Nile,23,0,4,23,0,10,8,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,SR Watson,Z Khan,36,0,5,34,0,16,15,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,AM Rahane,NM Coulter-Nile,43,0,6,37,0,21,17,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,KK Nair,AD Mathews,53,1,7,40,1,26,1,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,AM Rahane,A Mishra,61,1,8,45,1,27,8,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,AM Rahane,AD Mathews,64,1,9,41,1,29,8,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,AM Rahane,A Mishra,74,1,10,38,1,32,15,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,AM Rahane,AD Mathews,80,1,11,37,1,37,16,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,AM Rahane,GS Sandhu,88,1,12,35,0,42,19,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,KK Nair,AD Mathews,97,1,13,36,0,43,27,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,KK Nair,A Mishra,104,1,14,40,0,44,33,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,KK Nair,NM Coulter-Nile,114,1,15,40,0,51,36,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,KK Nair,A Mishra,130,1,16,49,0,64,38,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,KK Nair,GS Sandhu,149,1,17,60,0,67,54,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,KK Nair,Z Khan,159,1,18,61,0,76,55,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,AM Rahane,NM Coulter-Nile,174,2,19,68,1,84,0,189
482,03-05-2015,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,JP Faulkner,GS Sandhu,189,2,20,75,1,91,8,189
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,DR Smith,MA Starc,0,1,1,0,1,0,0,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,BB McCullum,YS Chahal,6,1,2,6,1,5,1,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,BB McCullum,MA Starc,17,1,3,17,1,15,2,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,BB McCullum,D Wiese,22,1,4,22,1,15,7,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,SK Raina,HV Patel,29,1,5,29,1,16,13,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,SK Raina,D Wiese,37,2,6,37,1,17,0,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,F du Plessis,Iqbal Abdulla,44,2,7,37,1,20,3,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,SK Raina,HV Patel,48,2,8,27,1,22,4,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,SK Raina,Iqbal Abdulla,63,2,9,37,1,30,11,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,SK Raina,HV Patel,68,2,10,34,0,31,13,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,F du Plessis,YS Chahal,73,2,11,32,0,34,15,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,SK Raina,V Kohli,79,2,12,34,0,36,19,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,F du Plessis,YS Chahal,89,2,13,35,0,44,21,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,F du Plessis,D Wiese,98,2,14,33,0,50,24,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,SK Raina,HV Patel,101,4,15,33,2,52,1,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,Iqbal Abdulla,113,4,16,40,2,12,1,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,MA Starc,122,4,17,43,2,19,3,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,P Negi,YS Chahal,137,5,18,48,3,27,7,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,P Negi,D Wiese,144,6,19,46,4,12,0,148
483,04-05-2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,A Nehra,MA Starc,148,9,20,47,5,0,0,148
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,G Gambhir,B Kumar,6,0,1,6,0,5,1,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,DW Steyn,15,0,2,15,0,9,6,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,B Kumar,25,0,3,25,0,15,10,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,P Kumar,36,0,4,36,0,19,16,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,G Gambhir,DW Steyn,45,0,5,45,0,24,20,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,MC Henriques,55,0,6,49,0,29,21,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,MK Pandey,KV Sharma,60,1,7,45,1,24,0,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,Bipul Sharma,68,1,8,43,1,25,7,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,MK Pandey,KV Sharma,73,1,9,37,1,26,11,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,Bipul Sharma,77,1,10,32,1,28,13,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,KV Sharma,81,2,11,26,2,30,15,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,AD Russell,Bipul Sharma,86,3,12,26,2,19,1,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,RN ten Doeschate,KV Sharma,101,3,13,33,2,31,3,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,YK Pathan,Bipul Sharma,107,4,14,34,3,5,2,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,RN ten Doeschate,MC Henriques,111,5,15,34,4,8,3,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,J Botha,DW Steyn,121,5,16,39,3,8,4,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,YK Pathan,MC Henriques,132,5,17,40,2,16,6,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,SA Yadav,B Kumar,145,7,18,43,4,17,6,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,PP Chawla,DW Steyn,154,7,19,45,3,19,7,167
484,04-05-2015,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,YK Pathan,B Kumar,167,7,20,56,2,30,9,167
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,JP Duminy,SL Malinga,4,1,1,4,1,4,0,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,SS Iyer,MJ McClenaghan,7,1,2,7,1,5,1,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,JP Duminy,R Vinay Kumar,15,1,3,15,1,12,2,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,SS Iyer,MJ McClenaghan,29,1,4,29,1,16,12,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,JP Duminy,R Vinay Kumar,43,1,5,43,0,23,19,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,KM Jadhav,Harbhajan Singh,44,2,6,39,1,23,0,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,KM Jadhav,J Suchith,52,3,7,45,2,2,1,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,KM Jadhav,Harbhajan Singh,57,3,8,42,2,6,2,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,Yuvraj Singh,SL Malinga,66,3,9,37,2,10,7,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,69,3,10,26,2,12,8,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,KM Jadhav,J Suchith,77,3,11,33,1,16,12,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,80,4,12,28,1,14,1,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,AD Mathews,J Suchith,88,4,13,31,1,20,3,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,Yuvraj Singh,HH Pandya,90,4,14,24,1,21,4,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,Yuvraj Singh,MJ McClenaghan,95,4,15,26,1,24,6,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,Yuvraj Singh,HH Pandya,106,5,16,29,2,29,0,152
485,05-05-2015,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,SS Tiwary,SL Malinga,121,5,17,41,1,42,2,152
